Name,playerid
Brian Holton,1005986
Ken Holtzman,1005989
Rick Honeycutt,1005992
Don Hood,1005994
Burt Hooton,1006005
Joe Horlen,1006025
Ricky Horton,1006036
Charlie Hough,1006050
Tom House,1006064
Jay Howell,1006098
Ken Howell,1006100
Steve Howe,1006107
La Marr Hoyt,1006114
Al Hrabosky,1006116
Charles Hudson,1006134
Jim Hughes,1006157
Tom Hume,1006179
Catfish Hunter,1006199
Bruce Hurst,1006222
Jeff Innis,1006266
Darrell Jackson,1006294
Danny Jackson,1006295
Grant Jackson,1006298
Roy Lee Jackson,1006311
Bob James,1006345
Pat Jarvis,1006363
Mike Jeffcoat,1006378
Jesse Jefferson,1006380
Fergie Jenkins,1006388
Bart Johnson,1006422
Bob Johnson,1006430
Dave Johnson,1006442
Doug Johns,1006449
Jerry Johnson,1006464
John Henry Johnson,1006472
Joe Johnson,1006473
Tommy John,1006515
Barry Jones,1006526
Doug Jones,1006552
Jimmy Jones,1006569
Odell Jones,1006579
Randy Jones,1006582
Jeff Juden,1006643
Jim Kaat,1006660
Scott Kamieniecki,1006681
Scott Karl,1006703
Mike Kekich,1006764
Matt Keough,1006858
Jim Kern,1006868
Jimmy Key,1006885
Paul Kilgus,1006899
Eric King,1006929
Brian Kingman,1006938
Bob Kipper,1006956
Clay Kirby,1006960
Don Kirkwood,1006972
Bruce Kison,1006978
Steve Kline,1007005
Chris Knapp,1007026
Bob Knepper,1007031
Darold Knowles,1007058
Mark Knudson,1007065
Kevin Kobel,1007067
Jerry Koosman,1007103
Lew Krausse,1007146
Ken Kravec,1007147
Bill Krueger,1007175
Mike Krukow,1007185
Bob Lacey,1007232
Frank LaCorte,1007239
Mike LaCoss,1007240
Lerrin LaGrow,1007255
Ray Lamb,1007278
Dennis Lamp,1007284
Les Lancaster,1007287
Bill Landrum,1007297
Rick Langford,1007319
Mark Langston,1007323
Dave LaPoint,1007338
Dave LaRoche,1007354
Dan Larson,1007361
Bill Laskey,1007367
Gary Lavelle,1007389
Charlie Lea,1007423
Terry Leach,1007427
Luis Leal,1007431
Tim Leary,1007438
Bill Lee,1007448
Craig Lefferts,1007476
Charlie Leibrandt,1007492
Mark Leiter,1007501
Dave Lemanczyk,1007511
Mark Lemongello,1007521
Dennis Leonard,1007531
Max Leon,1007542
Randy Lerch,1007551
Barry Lersch,1007555
Derek Lilliquist,1007607
Paul Lindblad,1007614
Frank Linzy,1007643
Felipe Lira,1007649
Mark Littell,1007657
Bob Locker,1007688
Skip Lockwood,1007696
Mickey Lolich,1007712
Tim Lollar,1007715
Jim Lonborg,1007724
Bill Long,1007727
Aurelio Lopez,1007753
Gary Lucas,1007805
Sparky Lyle,1007859
Ed Lynch,1007862
Mike Maddux,1007951
Joe Magrane,1007973
Mickey Mahler,1007987
Rick Mahler,1007988
Juan Marichal,1008106
Mike Marshall,1008144
Dennis Martinez,1008161
Ramon Martinez,1008193
Renie Martin,1008194
Silvio Martinez,1008196
Tippy Martinez,1008200
Mike Mason,1008221
Roger Mason,1008222
Greg Mathews,1008237
Terry Mathews,1008241
Jon Matlack,1008246
Rick Matula,1008268
Rudy May,1008310
Ernie McAnally,1008325
Jim McAndrew,1008328
Kirk McCaskill,1008382
Steve McCatty,1008383
Bob McClure,1008400
Lance McCullers,1008436
Lindy McDaniel,1008441
Ben McDonald,1008454
Jack McDowell,1008473
Roger McDowell,1008475
Sam McDowell,1008476
Chuck McElroy,1008477
Will McEnaney,1008482
Andy McGaffigan,1008497
Jim McGlothlin,1008532
Lynn McGlothen,1008534
Tug McGraw,1008545
Scott McGregor,1008546
Denny McLain,1008603
Bo McLaughlin,1008608
Byron McLaughlin,1008609
Joey McLaughlin,1008614
Greg McMichael,1008640
Craig McMurtry,1008651
Dave McNally,1008655
Larry McWilliams,1008700
Rusty Meacham,1008702
Doc Medich,1008714
Jim Merritt,1008789
Andy Messersmith,1008799
Bob Milacki,1008855
Bob Miller,1008877
Dyar Miller,1008889
Alan Mills,1008949
Steve Mingori,1008978
Greg Minton,1008986
Paul Mirabella,1008989
Angel Miranda,1008990
Paul Mitchell,1009009
Randy Moffitt,1009027
Mike Mohler,1009033
Dale Mohorcic,1009034
Sid Monge,1009053
John Montague,1009060
John Montefusco,1009065
Rich Monteleone,1009068
Jeff Montgomery,1009071
Balor Moore,1009090
Donnie Moore,1009102
Mike Moore,1009122
Bob Moose,1009134
Roger Moret,1009168
Jack Morris,1009211
Carl Morton,1009230
Paul Moskau,1009245
Mike Munoz,1009328
Steve Mura,1009337
Rob Murphy,1009374
Tom Murphy,1009376
Dale Murray,1009383
Randy Myers,1009427
Chris Nabholz,1009431
Jim Nash,1009458
Jaime Navarro,1009465
Gene Nelson,1009501
Roger Nelson,1009511
Rod Nichols,1009569
Tom Niedenfuer,1009578
Joe Niekro,1009582
Phil Niekro,1009583
Juan Nieves,1009594
Al Nipper,1009602
Gary Nolan,1009616
Dickie Noles,1009620
Fred Norman,1009632
Mike Norris,1009637
Edwin Nunez,1009658
Jack O'Connor,1009714
Blue Moon Odom,1009726
Chad Ogea,1009744
Bob Ojeda,1009756
Omar Olivares,1009771
Gregg Olson,1009791
Randy O'Neal,1009802
Steve Ontiveros,1009826
Mike Oquist,1009828
Claude Osteen,1009878
Dave Otto,1009905
Bob Owchinko,1009914
Vicente Palacios,1009965
Donn Pall,1009968
David Palmer,1009970
Jim Palmer,1009973
Milt Pappas,1009989
Harry Parker,1010003
Jeff Parrett,1010019
Mike Parrott,1010024
Bill Parsons,1010026
Frank Pastore,1010048
Bob Patterson,1010055
Ken Patterson,1010067
Marty Pattin,1010074
Mike Paul,1010082
Roger Pavlik,1010087
Mike Paxton,1010091
Alejandro Pena,1010140
Carlos Perez,1010179
Melido Perez,1010183
Mike Perez,1010184
Pascual Perez,1010185
Gaylord Perry,1010210
Jim Perry,1010213
Chris Peters,1010225
Fritz Peterson,1010227
Gary Peters,1010228
Mark Petkovsek,1010242
Dan Petry,1010246
Tom Phoebus,1010301
Horacio Pina,1010354
Eric Plunk,1010400
Dick Pole,1010418
Jim Poole,1010435
Mark Portugal,1010460
Dennis Powell,1010484
Ted Power,1010504
Joe Price,1010530
Ariel Prieto,1010536
Mike Proly,1010545
Tim Pugh,1010560
Charlie Puleo,1010565
Dan Quisenberry,1010622
Scott Radinsky,1010641
Chuck Rainey,1010654
Pat Rapp,1010700
Dennis Rasmussen,1010703
Eric Rasmussen,1010704
Doug Rau,1010717
Shane Rawley,1010719
Jim Ray,1010726
Jeff Reardon,1010741
Pete Redfern,1010751
Jerry Reed,1010769
Ron Reed,1010773
Steve Renko,1010835
Paul Reuschel,1010851
Rick Reuschel,1010852
Jerry Reuss,1010853
Ken Reynolds,1010871
Rick Rhoden,1010887
J.R. Richard,1010913
Dave Righetti,1010958
Allen Ripley,1010979
Kevin Ritz,1010998
Ben Rivera,1010999
Dave Roberts,1011031
Rich Robertson,1011045
Don Robinson,1011061
Jeff Robinson,1011072
Jeff Robinson,1011073
Ron Robinson,1011076
Eduardo Rodriguez,1011102
Frank Rodriguez,1011106
Steve Rogers,1011138
Mel Rojas,1011153
Ron Romanick,1011168
Enrique Romo,1011175
Vicente Romo,1011177
Jim Rooker,1011183
Jose Rosado,1011192
Gary Ross,1011230
Dave Rozema,1011273
Dave Rucker,1011279
Bruce Ruffin,1011294
Vern Ruhle,1011297
Jeff Russell,1011314
Dick Ruthven,1011330
Nolan Ryan,1011348
Bret Saberhagen,1011355
Ray Sadecki,1011360
Joe Sambito,1011392
Luis Sanchez,1011408
Ken Sanders,1011417
Scott Sanderson,1011422
Scott Sanders,1011423
Al Santorini,1011444
Manny Sarmiento,1011450
Tony Saunders,1011463
Bob Scanlan,1011489
Dan Schatzeder,1011527
Bill Scherrer,1011552
Fred Scherman,1011554
Calvin Schiraldi,1011563
Dave Schmidt,1011580
Pete Schourek,1011608
Ken Schrom,1011620
Ron Schueler,1011622
Don Schulze,1011629
Mike Scott,1011691
Tim Scott,1011694
Scott Scudder,1011699
Rod Scurry,1011700
Tom Seaver,1011708
Bob Sebra,1011709
Diego Segui,1011725
Jeff Sellers,1011733
Jeff Shaw,1011823
Jim Shellenback,1011859
Bob Shirley,1011911
Chris Short,1011931
Eric Show,1011937
Sonny Siebert,1011951
Bill Simas,1011977
Wayne Simpson,1011999
Bill Singer,1012007
Mike Sirotka,1012015
Doug Sisk,1012017
Jim Slaton,1012054
Heathcliff Slocumb,1012069
Joe Slusarski,1012071
John Smiley,1012084
Bryn Smith,1012104
Dave Smith,1012117
Lee Smith,1012175
Mike Smithson,1012181
Pete Smith,1012191
Roy Smith,1012202
Zane Smith,1012218
John Snyder,1012253
Eddie Solomon,1012268
Lary Sorensen,1012279
Elias Sosa,1012284
Mario Soto,1012289
Dan Spillner,1012342
Paul Splittorff,1012346
Jerry Spradlin,1012353
Don Stanhouse,1012401
Bob Stanley,1012409
Mike Stanton,1012421
Dave Stewart,1012519
Sammy Stewart,1012528
Dave Stieb,1012532
Bob Stoddard,1012555
Tim Stoddard,1012556
Bill Stoneman,1012560
George Stone,1012565
Steve Stone,1012573
Mel Stottlemyre,1012579
John Strohmayer,1012626
Brent Strom,1012627
John Stuper,1012652
Rick Sutcliffe,1012734
Bruce Sutter,1012743
Don Sutton,1012745
Craig Swan,1012754
Bill Swift,1012788
Bob Sykes,1012798
Frank Tanana,1012818
Kevin Tapani,1012824
Billy Taylor,1012859
Chuck Taylor,1012864
Kent Tekulve,1012905
Dave Telgheder,1012906
Walt Terrell,1012924
Scott Terry,1012930
Bob Tewksbury,1012941
Bobby Thigpen,1012958
Roy Thomas,1012993
Mark Thompson,1013019
Mark Thurmond,1013052
Luis Tiant,1013054
Jay Tibbs,1013055
Dick Tidrow,1013056
Tom Timmermann,1013071
Dave Tobik,1013086
Jim Todd,1013097
Dave Tomlin,1013110
Randy Tomlin,1013111
Mike Torrez,1013134
Bill Travers,1013161
Steve Trout,1013197
John Tudor,1013215
Lee Tunnell,1013218
Wayne Twitchell,1013244
Jim Umbarger,1013276
Pat Underwood,1013280
Tom Underwood,1013281
John Urrea,1013301
Sergio Valdez,1013320
Fernando Valenzuela,1013327
Julio Valera,1013331
Ed Vande Berg,1013348
William Van Landingham,1013358
Bob Veale,1013391
Frank Viola,1013435
Pete Vuckovich,1013461
Paul Wagner,1013490
Rick Waits,1013494
Bob Walk,1013507
Luke Walker,1013525
Tom Walker,1013536
Duane Ward,1013609
Dan Warthen,1013644
Allen Watson,1013675
Bill Wegman,1013727
Bob Welch,1013750
Chris Welsh,1013772
Don Wengert,1013777
David West,1013799
John Wetteland,1013815
Wally Whitehurst,1013896
Ed Whitson,1013911
Milt Wilcox,1013939
Albert Williams,1013971
Brian Williams,1013978
Carl Willis,1013979
Charlie Williams,1013980
Frank Williams,1013997
Mark Williamson,1014022
Mitch Williams,1014025
Jim Willoughby,1014047
Frank Wills,1014051
Don Wilson,1014071
Steve Wilson,1014105
Trevor Wilson,1014109
Jim Winn,1014140
Rick Wise,1014155
Bobby Witt,1014170
Mike Witt,1014174
Bob Wolcott,1014184
Dick Woodson,1014236
Wilbur Wood,1014248
Todd Worrell,1014259
Rich Wortham,1014264
Clyde Wright,1014272
Rich Yett,1014342
Floyd Youmans,1014361
Anthony Young,1014362
Curt Young,1014368
Matt Young,1014385
Pat Zachry,1014407
Geoff Zahn,1014410
